title,summary,tags
"Information at Work, Information management in the workplace","Foreword by Professor Annemaree Lloyd, Swedish School of Library and Information Science, University of Boras Today’s society is characterized by quick technological developments and constant changes to our information environments. One of the biggest changes has been on our workplace environments where technological developments have automated work processes that were previously done by manual labour whilst new professions and work tasks have emerged in response to new methods of creating, sharing and using information. Information at Work: Information management in the workplace provides a comprehensive account of information in the modern workplace. It includes a set of chapters examining and reviewing the major concepts within workplace information, from over-arching themes of information cultures and ecologies, to strategic concerns of information management and governance, and to detailed accounts of questions and current debates. This book will be useful reading for researchers in Information Science and Information Management and students on related courses. It is also suitable to be used as an introductory text for those working in allied fields such as Management and Business Studies.",['shs']
One question : gilets jaunes [What is the significance of the Gilets Jaunes movement?],"What is the significance of the Gilets Jaunes movement? We ask 15 leading thinkers to give a brief answer to this important and timely question. With responses from: Nonna Mayer, Gabriel Rockhill, Samuel Hayat, Maia Pal, Philippe Marliere, Julian Mischi, Enzo Traverso, Aurélie Dianara, Prabhat Patnaik, Ivan Bruneau, Diana Johnstone, John Mullen, Richard Greeman, Sophie Wahnich, Joshua Clover.",['shs']
Multi-layer modeling of edge debonding in strengthened beams using interface stresses and fracture energies,"The onset and propagation of edge debonding in beams strengthened with externally bonded fiber-reinforced composite plates, is here examined using an innovative multi-layer formulation. A novel mixed mode coupled criterion is adopted to predict debonding initiation accounting for both fracture energies and interfacial stresses and considering different debonding locations across the adhesive layer. The subsequent debonding propagation is studied by using a mixed mode fracture criterion. The beam system is assumed to be composed of three physical components, namely the beam, the adhesive layer and the bonded plate, each one being modeled by one or several first-order shear deformable layers. Both strong and weak interface constitutive relations are introduced to model the two physical interfaces (i.e. beam/adhesive and adhesive/plate), whereas a strong formulation is used to model the mathematical interfaces between layers inside each physical components. Results show that the proposed multilayer formulation, implemented by using a multivariable 1D finite element technique, enables to calculate interlaminar stresses and fracture energies in reasonable agreement with results obtained by using a continuum FE model, but with a significantly reduced computational cost. The numerical analyses, carried out also in a parametric form by varying both interfacial fracture toughness and strength, show that although the accuracy can be improved by using more layers for each components and adopting coupled strong/weak interface formulations, the use of few layers for each components of the strengthened system suffices to obtain an accurate prediction of debonding initiation and propagation.",['spi']
Multivariate numerical optimization of an InGaN-based hetero junction solar cell,"Because of remarkable properties of InGaN, we simulated and optimized an InGaN-based dual-junction solar cell connected by a specifically designed tunnel junction. The device is simulated in the framework of a drift-diffusion model using the ATLAS device simulation framework from the Silvaco company. The optimization is done by coupling ATLAS with multivariate mathematical optimization methods based on state-of-the-art optimization algorithms. For that, we used a Python package that we developed in the SAGE software interface. The objective is to optimize the conversion efficiency of the solar cell by simultaneously optimizing several physical and geometrical parameters of the solar cell. It is an unprecedented multivariate optimization for solar cells which takes into account the correlation between these parameters. For this solar cell, we optimized simultaneously 11 parameters of the structure. An optimum conversion efficiency of 24% was predicted for this designed solar cell.","['spi', 'phys']"
Private and public use of motorcycles in cities of Sub-Saharan African cities,"As urban growth contributes towards a surge in mobility needs, motorcycles are becoming increasingly present in cities in Sub-Saharan Africa. They are proving to be the transport mode best adapted to the poor road conditions and heavy congestion, as well as a solution to the structural difficulties encountered by public transport to ensure daily mobility for inhabitants. The advance of motorcycles takes different forms, depending on the cities in question: a growth driven by personal use and the rise in motorcycle taxis over the last decades.",['shs']
"GMRS, a Framework for the Dynamics Simulation of the Boat-Oars-Rower(s) Systems","From a mechanical point of view, the complex system Boat-Oars-Rower(s) can be considered as a multibody structure on a floating base. Its study comes under the multibody mechanics and, concerning the fluid-structure interaction, under seakeeping, maneuverability and aerodynamics. The large amplitude periodic motion of the rower and the intermittent nature of propulsion, both excite the boat along its six degree of freedom. Aside from practice, the strong coupling between the rowers, the boat and propulsion can be understood, and accurately described by numerical simulation. For this purpose, we developed the Global Mechanical Rowing Simulator (GMRS), a framework for dynamics simulation taking into account the floating base. Robotics techniques have been used to describe the mechanics of the multibody system. Dynamics solving is based on the recursive formulation of the Newton-Euler equations. The inertial characteristics of the rowers are set from anthropometric models. The system is driven by inverse dynamics. The kinematics are generated using B-spline models, whose properties are exploited to allow a parametric description of the motion, offering future possibilities to optimize the rowing technique.",['spi']
Characterization of Thermal and Physical properties of Biofield Treated Acrylamide and 2-Chloroacetamide,"Acrylamide (AM) and 2-chloroacetamide (CA) are widely used in diverse applications such as biomedical, drug delivery, waste water treatment, and heavy metal ion removal. The objective of this study was to evaluate the influence of biofield treatment on physical and thermal properties of amide group containing compounds (AM and CA). The study was performed in two groups (control and treated). The control group remained as untreated, and biofield treatment was given to treated group. The control and treated compounds were characterized by X-ray diffraction (XRD), differential scanning calorimetry (DSC), thermogravimetric analysis (TGA) and surface area analysis. XRD of treated AM showed decrease in intensity of peaks as compared to control sample. However, the treated AM showed increase in volume of unit cell (0.16%) and molecular weight (0.16%) as compared to control. The crystallite size was decreased by 33.34% in treated AM as compared to control Whereas, the XRD diffractogram of treated CA showed increase in intensity of crystalline peaks as compared to control. The percentage volume of unit cell (-1.92%) and molecular weight (-1.92%) of treated CA were decreased as compared to control. However, significant increase in crystallite size (129.79%) was observed in treated CA as compared to control. DSC of treated AM showed increase in melting temperature as compared to control sample. Similarly, the treated CA also showed increase in melting temperature with respect to control. Latent heat of fusion (∆H) was significantly changed in treated AM and CA as compared to control samples. TGA showed increase in thermal stability of treated AM and CA which was evidenced by increase in thermal decomposition temperature (Tmax) as compared to control. Surface area analysis of treated AM showed increase (31.6%) in surface area as compared to control. However, a decrease (30.9%) in surface area was noticed in treated CA as compared to control. Study results suggest that biofield treatment has significant impact on the physical and thermal properties of AM and CA.",['chim']
Physicochemical and Atomic Characterization of Silver Powder after Biofield Treatment,"Silver is widely utilized as antimicrobial agent and wound dressing, where its shape, size, surface area, and surface charge play an important role. The aim of present study was to evaluate the impact of biofield treatment on physicochemical and atomic properties of silver powder. The silver powder was divided into two groups, coded as control and treatment. The treatment group received Mr. Trivedi’s biofield treatment. Subsequently, control and treated samples were characterized using particle size analyzer, X-ray diffraction (XRD) and surface area analyser. Particle size data exhibited that particle sizes d10, d50, d90, and d99 (Size, below which 10, 50, 90, and 99% particle are present, respectively) of treated silver powder were substantially reduced up to 95.8, 89.9, 83.2, and 79.0% on day 84 as compared to control. XRD results showed that lattice parameter, unit cell volume, and atomic weight were reduced, whereas density and nuclear charge per unit volume were found to be increased as compared to control. In addition, the crystallite size was significantly reduced up to 70% after biofield treatment on day 105 as compared to control. Furthermore, the surface area of treated silver powder was substantially enhanced by 49.41% on day 68 as compared to control. These findings suggest that biofield treatment has significantly altered the atomic and physicochemical properties which could make silver more useful in antimicrobial applications.",['phys']
Potential Impact of BioField Treatment on Atomic and Physical Characteristics of Magnesium,"Magnesium (Mg), present in every cell of all living organisms, is an essential nutrient and primarily responsible for catalytic reaction of over 300 enzymes. The aim of present study was to evaluate the effect of biofield treatment on atomic and physical properties of magnesium powder. Magnesium powder was divided into two parts denoted as control and treatment. Control part was remained as untreated and treatment part received biofield treatment. Both control and treated magnesium samples were characterized using X-ray diffraction (XRD), surface area and particle size analyzer. XRD data showed that biofield treatment has altered the lattice parameter, unit cell volume, density, atomic weight, and nuclear charge per unit volume of treated magnesium powder, as compared to control. In addition, the crystallite size of treated magnesium was significantly reduced up to 16.70, 16.70, and 28.59% on day 7, 41 and 63 respectively as compared to control. Besides this, the surface area of treated magnesium powder was increased by 36.5 and 10.72% on day 6 and 72 respectively, whereas it was reduced by 32.77% on day 92 as compared to control. In addition, biofield treatment has also altered the particle sizes d10, d50, and d99 (size, below which 10, 50, and 99% particles were present, respectively) as compared to control. Overall, data suggest that biofield treatment has substantially altered the atomic and physical properties of treated magnesium powder.",['sdv']
"Topographic surface modelling using raster grid datasets by GMT: example of the Kuril–Kamchatka Trench, Pacific Ocean","The study area is focused on the Kuril-Kamchatka Trench, North Pacific Ocean. This region is geologically complex, notable for the lithosphere activity, tectonic plates subduction and active volcanism. The submarine geomorphology is complicated through terraces, slopes, seamounts and erosional processes. Understanding geomorphic features of such a region requires precise modelling and e effective visualization of the high-resolution data sets. Therefore, current research presents a Generic Mapping Tools (GMT) based algorithm proposing a solution for e effective data processing and precise mapping: iterative module-based scripting for the automated digitizing and modelling. Methodology consists of the following steps: topographic mapping of the raster grids, marine gravity and geoid; semi-automatic digitizing of the orthogonal cross-section pro les; modelling geomorphic trends of the gradient slopes; computing raster surfaces from the xyz data sets by modules nearneighbor and XYZ2grd. Several types of the cartographic projections were used: oblique Mercator, Mercator cylindrical, conic equal-area Albers, conic equidistant. The cross-section geomorphic profiles in a perpendicular direction across the two selected segments of the trench were automatically digitized. Developed algorithm of the semi-automated digitizing of the profiles enabled to visualize gradients of the slope steepness of the trench. The data were then modelled to show gradient variations in its two segments. The results of the comparative geomorphic analysis of northern and southern transects revealed variations in different parts of the trench. Presented research provided more quantitative insights into the structure and settings of the submarine landforms of the hadal trench that still remains a question for the marine geology. The research demonstrated the e effectiveness of the GMT: a variety of modules, approaches and tools that can be used to produce high-quality mapping and graphics. The GMT listings are provided for repeatability.","['info', 'sde', 'phys']"
Certain rock engravings at Mount Bego were sundialsCertaines gravures du mont Bégo étaient des cadrans solaires,"Around 2000 BC, over 35,000 engravings were carried out on the rocks of the Mount Bego region in the Alpes-Maritimes in Southern France (Commune of Tende). The Bronze Age populations repeated the same figures each summer at between 2,000 and 2,600 meters above sea Jevel. Near/y half of these petroglyphs are rectangular forms with two horns above, schema tic representations of bovines (Fig. 2). Other iconographie themes are hundreds of daggers, ha/bards and geometric forms, including possible divisions into sections. Engraved harnesses attest that there was already domestication of bovids. After a survey andsome ten years of study it would seem that four rocks are measuring instruments for solar time. Two engraved rocks in particular were used as seasonal solar sundials.Aux alentours de 2000 ans avant notre ère, plus de 35 000 gravures rupestres ont été inscrites sur les roches de la région du Mont Bégo dans les Alpes-Maritimes du sud de la France (commune de Tende). Entre 2000 et 2600 mètres d'altitude, les populations de l'Âge du Bronze ont répété chaque été les mêmes figures. Près de la moitié de ces pétroglyphes sont en effet des formes rectangulaires surmontées de deux cornes, représentations schématiques du boviné. Les autres thèmes iconographiques sont des centaines de poignards, de hallebardes et de formes géométriques, dont de possibles parcellaires. Les attelages gravés attestent que le dressage des bovinés était déjà effectif. Après une prospection et une étude d'une dizaine d'années, il s'avère que quatre roches sont des instruments de mesure du temps solaire. Deux roches gravées ont notamment fait office de cadrans solaires saisonniers.","['scco', 'sdv', 'sde', 'shs']"
Fear from the ReadersГолемият страх от читателите,"The reading bear the great cultural responsibility not to allow the mass communication to serve the individual sovereignty contra-adaptive and anti-manipulative under the pressure of the mass and the unifications. The reader cultivates in himself a tendency to counteracting, anarchism, self-confidence, optimism and information superiority. These are vested functions of reading as „dangerous“ mental process. Referring Police Unit for Combating Organized Crime’s operation “blocking the pirate book distribution in Internet through www.chitanka.info”. On the 22th of June 2010 Bulgarian Police Unit for Combating Organized Crime hit the Internet-based network for distributing contents chitanka.info. The police was alarmed by multiple sources including The Bulgarian Book Association, The Union of Translators in Bulgaria, and different publishing houses. The action was claimed a success in the fight against Internet piracy.",['shs']
L'Eglise et l'Inquisition,"Emblème de la violence infligée à la conscience individuelle, le terme d'inquisition scandalise à juste titre nos contemporains en raison de sa charge symbolique. Aux historiens, qui ont fait parfois le jeu de l'anticléricalisme, de démêler le vrai du faux dans l'entrelacs formé par la mémoire et l'histoire, par le symbole et la réalité telle que la science historique permet de l'envisager. L'ouvrage revient aux événements, à la série des faits qui font émerger progressivement le phénomène de l'Inquisition, et qu'il faut resituer dans la mentalité et les références socio-culturelles de l'époque. Chap.1 De l'autre côté du miroir Chap.2 Entre réforme et dissidence Chap.3 Un contrat social Chap.4: La foi en procès Chap.5: L'hérésie incommensurable Chap.6: Un administration de l'Etat espagnol moderne (1478-1834) Chap.7: La forteresse italienne des Papes (XVIe - XVIIIe siècles)",['shs']
Structural and Physical Properties of Biofield Treated Thymol and Menthol,"Thymol and menthol are naturally occurring plant derived compounds, which have excellent pharmaceutical and antimicrobial applications. The aim of this work was to evaluate the impact of biofield energy on physical and structural characteristics of thymol and menthol. The control and biofield treated compounds (thymol and menthol) were characterized by X-ray diffraction (XRD), Differential Scanning Calorimetry (DSC), Thermogravimetric analysis (TGA), and Fourier Transform Infrared Spectroscopy (FT-IR). XRD study revealed increase in intensity of the XRD peaks of treated thymol, which was correlated to high crystallinity of the treated sample. The treated thymol showed significant increase in crystallite size by 50.01% as compared to control. However, the treated menthol did not show any significant change in crystallite size as compared to control. DSC of treated menthol showed minimal increase in melting temperature (45ºC) as compared to control (44ºC). The enthalpy (∆H) of both the treated compounds (thymol and menthol) was decreased as compared to control samples which could be due the high energy state of the powders. TGA analysis showed that thermal stability of treated thymol was increased as compared to control; though no change in thermal stability was noticed in treated menthol. FT-IR spectrum of treated thymol showed increase in wave number of –OH stretching vibration peak (14 cm-1) as compared to control. Whereas, the FT-IR spectrum of treated menthol showed appearance of new stretching vibration peaks in the region of 3200-3600 cm-1 which may be attributed to the presence of hydrogen bonding in the sample as compared to control. Overall, the result showed that biofield treatment has substantially changed the structural and physical properties of thymol and menthol.",['chim']
Characterization of Physical and Structural Properties of Aluminium Carbide Powder: Impact of Biofield Treatment,"Aluminium carbide (Al4C3) has gained extensive attention due to its abrasive and creep resistance properties. Aim of the present study was to evaluate the impact of biofield treatment on physical and structural properties of Al4C3 powder. The Al4C3 powder was divided into two parts i.e. control and treated. Control part was remained as untreated and treated part received biofield treatment. Subsequently, control and treated Al4C3 samples were characterized using X-ray diffraction (XRD), surface area analyser and Fourier transform infrared spectroscopy (FT-IR). XRD data revealed that lattice parameter and unit cell volume of treated Al4C3 samples were increased by 0.33 and 0.66% respectively, as compared to control. The density of treated Al4C3 samples was reduced upto 0.65% as compared to control. In addition, the molecular weight and crystallite size of treated Al4C3 samples were increased upto 0.66 and 249.53% respectively as compared to control. Furthermore, surface area of treated Al4C3 sample was increased by 5% as compared to control. The FT-IR spectra revealed no significant change in absorption peaks of treated Al4C3 samples as compared to control. Thus, XRD and surface area results suggest that biofield treatment has substantially altered the physical and structural properties of treated Al4C3 powder.",['phys']
Spectroscopic Characterization of Biofield Treated Metronidazole and Tinidazole,"Metronidazole and tinidazole are widely used antimicrobial drugs against Gram-negative and Gram-positive anaerobic bacteria. The present study was aimed to evaluate the impact of biofield treatment on metronidazole and tinidazole using FT-IR and UV spectroscopy. The study was carried out in two groups i.e. control and treatment. Treatment groups were subjected to Mr. Trivedi’s biofield treatment while no treatment was given to control group. FT-IR spectrum of treated metronidazole showed the impact of biofield treatment on frequency of characteristic functional groups such as C=C (imidazole ring) stretching was appeared at lower frequency i.e. from 1600 cm-1 to 1553 cm-1. Likewise, NO2 asymmetric stretching and C-N symmetric stretching were appeared at higher wave number i.e. 1479 cm-1 to 1501 cm-1 and 1070 cm-1 to 1077 cm-1, respectively. FT-IR spectrum of tinidazole showed shifting in absorption peak of C-N stretching to higher wavenumber from 1002 cm-1 (control) to 1022 cm-1. The wavenumber of aromatic C=C bond (in imidazole) was shifted to lower frequency, which could be due to increases in conjugation effect. Further, increases in wavenumber of NO2 and C-N in treated sample suggested the increased force constant and bond strength as compared to control. Because of higher conjugation effect and increased bond strength, the molecule supposed to be more stable. The UV spectra of both metronidazole and tinidazole showed the similar patterns of lambda max (λmax) with respect to their control. The FT-IR results of both drugs suggest that there was an impact of biofield treatment on atomic level of metronidazole and tinidazole, as compared to control.",['sdv']
An Intelligent Safety System for Human-Centered Semi-autonomous Vehicles,"Nowadays, automobile manufacturers make efforts to develop ways to make cars fully safe. Monitoring driver's actions by computer vision techniques to detect driving mistakes in real-time and then planning for autonomous driving to avoid vehicle collisions is one of the most important issues that has been investigated in the machine vision and Intelligent Transportation Systems (ITS). The main goal of this study is to prevent accidents caused by fatigue, drowsiness, and driver distraction. To avoid these incidents, this paper proposes an integrated safety system that continuously monitors the driver's attention and vehicle surroundings, and finally decides whether the actual steering control status is safe or not. For this purpose, we equipped an ordinary car called FARAZ with a vision system consisting of four mounted cameras along with a universal car tool for communicating with surrounding factory-installed sensors and other car systems, and sending commands to actuators. The proposed system leverages a scene understanding pipeline using deep convolutional encoder-decoder networks and a driver state detection pipeline. We have been identifying and assessing domestic capabilities for the development of technologies specifically of the ordinary vehicles in order to manufacture smart cars and eke providing an intelligent system to increase safety and to assist the driver in various conditions/situations.","['scco', 'info']"
Environmentally-Mediated Epigenetic Effects: Uncovering the Fertile Soil in the Development of Pediatric Cancer,"Environmentally-induced epigenetic changes of gene regulation could result from chronic, lifelong exposure, to low doses of environmental toxicants, such as chemicals including, tobacco smoking and endocrine disrupting compounds, or to other environmental factors such as nutritional changes, and lifestyle-related conditions. These environmentally-acquired epigenetic marks may influence the control of gene regulation through DNA methylation, histone modification, or through a large set of non-coding RNAs (ncRNAs). These epigenetic effects might be passed on to the developing embryo and child as inheritable non-genetic marks, which recapitulate previous lifelong history of exposure to environmental influences that start from the stage of primordial germ cell, passing through the maturing germ cell, and ending by the zygote stage. This involves the paternally transmitted information on the sperm that contribute to modulating embryogenesis functions and later childhood development, in concert with, the maternally transmitted information encountered by the exposure to a large milieu of environmental factors either periconceptionally or during lactation period.",['sdv']
Evaluation of surgical methods for treatment of cubital tunnel syndrome - statistical perspectives,"This commentary addresses strengths and weaknesses of the clinical trial study protocol designed by Liu et al., in particular with regard of the methodology, taking into consideration the commentary article ""Assessing surgical methods for treatment of cubital tunnel syndrome - which is the best?"" Our commentary emphasizes the importance of adjustment for known prognostic covariates, such as duration of symptoms and advanced age that have been negatively correlated with outcomes in previous studies. Subgroup analysis for the treatment groups of interest, namely moderate and severe cubital tunnel syndrome, which have previously shown conflicting differences in efficacy of surgical options is highly recommended. Intention-to-treat analysis is a preferable approach for the evaluation of primary outcome measures to lessen the bias. Use of well-validated composite outcome measure is strongly encouraged.","['sdv', 'math', 'shs']"
An aeronautics and space-oriented research group,"The Clément Ader Institute's (ICA) Composite Materials and Structures research group (UMR CNRS 5312) was set up in 2010 after the Institute was created by decree in July 2009. The group conducts transversal research on materials, processes and structures, with a strong focus on numerical and experimental aspects.",['spi']
Measuring Inconsistencies Propagation from Change Operation Based on Ontology Partitioning,"Inconsistency measure is an activity related to the ontology evolution. Being a coherent entity, an ontology must change and a modification operation in ontology could generate inconsistencies in its other parts. It is then important to measure these inconsistencies and follow the impact propagation. In this paper, we propose an inconsistency measure of an ontological change and its propagation effects on the other entities of the ontology. The measure is based on the weight of the dependencies between concepts in a community. Ontology is divided into communities which are a set of concepts that have preferential relations. To follow the impact propagation, we propose a process that uses the Change-and-Fix' approach to mark the impacted entities.",['info']
Biofield Treatment: A Potential Strategy for Modification of Physical and Thermal Properties of Indole,"Indole compounds are important class of therapeutic molecules, which have excellent pharmaceutical applications. The objective of present research was to investigate the influence of biofield treatment on physical and thermal properties of indole. The study was performed in two groups (control and treated). The control group remained as untreated, and biofield treatment was given to treated group. The control and treated samples were characterized by X-ray diffraction (XRD), differential scanning calorimetry (DSC), thermogravimetric analysis (TGA), Fourier transform infrared (FT-IR) spectroscopy and ultraviolet-visible (UV-Vis) spectroscopy. XRD study demonstrated the increase in crystalline nature of treated indole as compared to control. Additionally, the treated indole showed increase in crystallite size by 2.53% as compared to control. DSC analysis of treated indole (54.45ºC) showed no significant change in melting temperature (Tm) in comparison with control sample (54.76ºC). A significant increase in latent heat of fusion (ΔH) by 30.86% was observed in treated indole with respect to control. Derivative thermogravimetry (DTG) of treated indole showed elevation in maximum thermal decomposition temperature (Tmax) 166.49ºC as compared to control (163.37ºC). This was due to increase in thermal stability of indole after biofield treatment. FT-IR analysis of treated indole showed increase in frequency of N-H stretching vibrational peak by 6 cm-1 as compared to control sample. UV spectroscopy analysis showed no alteration in absorption wavelength (λmax) of treated indole with respect to control. The present study showed that biofield has substantially affected the physical and thermal nature of indole.",['chim']
"The Potential Impact of Biofield Treatment on Physical, Structural and Mechanical Properties of Stainless Steel Powder","Stainless steel (SS) has gained extensive attention due to its high corrosion resistance, low maintenance, familiar lustre, and superior mechanical properties. In SS, the mechanical properties are closely related with crystal structure, crystallite size, and lattice strain. The aim of present study was to evaluate the effect of biofield treatment on structural, physical and mechanical properties of SS powder. SS (Grade-SUS316L) powder was divided into two parts denoted as control and treatment. The treatment part was received Mr. Trivedi’s biofield treatment. Control and treated SS samples were characterized using particle size analyzer, X-ray diffraction (XRD), and Fourier transform infrared (FT-IR) spectroscopy. Result showed that biofield treatment has significantly reduced the particle size d10, d50, d90, and d99 (size, below which 10, 50, 90, and 99% particles were present, respectively) of SS powder up to 7.42, 12.93, 30.23, and 41.38% respectively, as compared to control. XRD result showed that the unit cell volume of SS was altered after biofield treatment. Moreover, crystallite size was significantly reduced upto 70% in treated SS as compared to control. The yield strength calculated using Hall-Petch equation, was significantly increased upto 216.5% in treated SS, as compared to control. This could be due to significant reduction of crystallite size in treated SS after biofield treatment. In FT-IR spectra, intensity of the absorption peak at wavenumber 1107 cm-1 (control) attributing to Fe-O-H bond was diminished in case of treated SS. These findings suggest that biofield treatment has substantially altered the structural, physical and mechanical properties of treated SS powder.",['phys']
Les incubateurs de l'enseignement supérieur parient sur l'effet réseau,"La mise en réseau d’incubateurs favorise le retour d’expérience, le partage des meilleures pratiques et la dynamique collective. La création en 2010 de l’association IES! (Incubateurs de l’Enseignement Supérieur, www.incubateurs.eu) met en évidence la valeur ajoutée d’un tel réseau pour construire les compétences indispensables. Répondant à une forte attente, ce réseau a entre autres permis de mutualiser des ressources au service de la construction de référentiels, de logiciels ou d’outils de gestion communs.",['shs']
Bacterial Identification Using 16S rDNA Gene Sequencing and Antibiogram Analysis on Biofield Treated Pseudomonas fluorescens,"Biofield therapies have been reported to improve the quality of life as compared to other energy medicine. The aim of the study was to evaluate the impact of Mr. Trivedi’s biofield energy treatment on Pseudomonas fluorescens (P. fluorescens) for antimicrobial sensitivity, minimum inhibitory concentration (MIC), biochemical reactions, and biotype number. P. fluorescens cells were procured from MicroBioLogics Inc., USA in sealed packs bearing the American Type Culture Collection (ATCC 49838) number and divided in control and treated group. The effect was evaluated on day 10, and 159 after biofield treatment in lyophilized state. Further study was performed on day 5, 10, and 15 after retreatment on day 159 in revived state as per study design. All experimental parameters were studied using automated MicroScan Walk-Away® system. The 16S rDNA sequencing was carried out to correlate the phylogenetic relationship of P. fluorescens with other bacterial species after treatment. The results showed improved sensitivities and decreased MIC value of aztreonam, cefepime, moxifloxacin, and tetracycline in revived and lyophilized treated sample with respect to the control. Arginine, cetrimide, kanamycin, and glucose showed altered biochemical reactions after biofield treatment with respect to control. Biotype numbers were altered along with species in lyophilized as well as in revived group. Based on nucleotides homology and phylogenetic analysis using 16S rDNA gene sequencing, treated sample was detected to be Pseudomonas entomophila (GenBank Accession Number: AY907566) with 96% identity of gene sequencing data, which was nearest homolog species to P. fluorescens (Accession No. EF672049). These findings suggest that Mr. Trivedi’s unique biofield treatment has the capability to alter changes in pathogenic P. fluorescens even in the lyophilized storage condition and can be used to modify the sensitivity of microbes against antimicrobials.",['sdv']
A Survey of Machine Learning Methods for IoT and their Future ApplicationsEnquête sur les méthodes d'apprentissage automatique pour l'Internet des objets et leurs applications futures,"Machine learning empowers PCs to perform particular errands insightfully. Machine learning frameworks can perform complex tasks by learning from information rather than following pre-programmed rules. One of the center targets of machine learning is to train PCs to utilize information or past experience to tackle a given issue. Today, machine learning is utilized in numerous applications and is a central idea for savvy frameworks. This paper aims to provide a brief overview of machine learning methods for internet of things (IoT). In the final sections, we present some of the applications of machine learning in IoT.L'apprentissage automatique permet aux PC d'effectuer des tâches particulières avec perspicacité. Les structures d’apprentissage automatique peuvent effectuer des tâches complexes en apprenant à partir d’informations plutôt que de suivre des règles préprogrammées. L'un des principaux objectifs de l'apprentissage automatique est de former les PC à utiliser les informations ou l'expérience passée pour s'attaquer à un problème donné. Aujourd'hui, l'apprentissage automatique est utilisé dans de nombreuses applications et constitue une idée centrale pour les frameworks avertis. Cet article a pour objectif de donner un bref aperçu des méthodes d’apprentissage automatique pour l’Internet des objets (IoT). Dans les sections finales, nous présentons certaines des applications de l’apprentissage automatique en IdO.",['info']
Mutualisation des ressources numériques et coordination des pratiques informationnelles,"Le secteur de l’information-documentation traverse ces derniers temps une période d’interrogation importante en termes de redéfinition des rôles et activités dans une société de plus en plus numérique. Des problématiques de « recherche d’information », de « repérage des ressources documentaires pertinentes », « d’offre de services informationnels à valeur ajoutée » ou encore de « l’ouverture des données publiques des organismes » posent une question fondamentale dans ce contexte de reconfiguration : comment redéfinir des interactions entres les unités documentaires, les producteurs d’information et les usagers ? C’est à ces questions que tentent de répondre les participants à un programme d’échanges entre enseignants-chercheurs et professionnels de terrain à travers une série de journées d’étude scientifique soutenu par le programme de recherche de la Région Rhône-Alpes (ARC6). Nous présenterons le bilan de ces journées ainsi que deux retours d’expériences par les membres du groupe issus du terrain professionnel. source : https://www.bibdoc.fr/mutualisation-des-ressources-numeriques-et-coordination-des-pratiques-informationnelles",['shs']
Architecting Time-Critical Big-Data (preprint),"— Current infrastructures for developing big-data applications are able to process –via big-data analytics-huge amounts of data, using clusters of machines that collaborate to perform parallel computations. However, current infrastructures were not designed to work with the requirements of time-critical applications; they are more focused on general-purpose applications rather than time-critical ones. Addressing this issue from the perspective of the real-time systems community, this paper considers time-critical big-data. It deals with the definition of a time-critical big-data system from the point of view of requirements, analyzing the specific characteristics of some popular big-data applications. This analysis is complemented by the challenges stemmed from the infrastructures that support the applications, proposing an architecture and offering initial performance patterns that connect application costs with infrastructure performance.",['info']
Vulnerability Prediction Against Fault Attacks,"Fault-injection exploits hardware weaknesses to perturbate the behaviour of embedded devices. Here, we present new model-based techniques and tools to detect such attacks developed at the High-Security Laboratory at Inria.",['info']
"Physical, Thermal, and Spectroscopic Characterization of Biofield Energy Treated Methyl-2-Naphthyl Ether","Methyl-2-naphthyl ether (MNE) is an organic compound and used as the primary moiety for the synthesis of several antimicrobial and anti-inflammatory agents. This study was attempted to evaluate the impact of biofield energy treatment on the physical, thermal, and spectroscopic properties of MNE. The study was carried out in two groups i.e., control and treated. The treated group was subjected to Mr. Trivedi’s biofield treatment. Afterward, the control and treated samples of MNE were evaluated using X-ray diffraction (XRD), surface area analyzer, differential scanning calorimetry (DSC), thermogravimetric analysis-derivative thermogravimetric analysis (TGA-DTG), Fourier transform infrared (FT-IR), and ultraviolet-visible (UV-Vis) spectroscopy. The XRD study exhibited the decrease in average crystallite size by 30.70%. The surface area analysis showed 5.32% decrease in surface area of the treated sample with respect to the control. The DSC thermogram of treated MNE exhibited no significant change in the melting temperature; however, the latent heat of fusion was slightly increased (0.83%) after biofield treatment as compared to the control sample. The TGA analysis showed the onset temperature of thermal degradation at 158℃ in the control sample that was reduced to 124℃ after biofield treatment. The result showed about 21.52% decrease in onset temperature of thermal degradation of treated MNE as compared to the control. Similarly, the end-set temperature of thermal degradation was also reduced by 13.51% after biofield treatment with respect to the control. The FT-IR and UV spectroscopic studies did not show any changes in the wavenumber and wavelength, respectively in treated MNE with respect to the control. Overall, the XRD, surface area and thermal analysis suggest that biofield treatment has the impact on physical and thermal properties of the treated MNE as compared to the control.",['chim']
Electronic monitoring of offenders on home detention sentences in France,Electronic monitoring consists in confining convicted offenders to their residence during time frames set by the sentencing judge. Information relative to an offender’s movements is electronically relayed to a computer in a monitoring station. The computer monitor displays alert messages in case of delay or absence. This technically provides supervising officers with an opportunity to track offenders’ whereabouts – which they do by phone at first.,['shs']
